ID,国語,数学,英語,理科,社会,体育
20154427,45,69,33,81,58,17
20154428,95,86,40,47,95,52
20154429,10,23,4,79,26,64
20154430,31,38,3,52,37,65
20154431,29,91,75,44,6,27
20154432,73,3,76,63,51,94
20154433,31,25,40,32,44,81
20154434,42,67,61,46,82,44
20154435,24,28,10,43,83,67
20154436,7,3,62,16,55,6
20154437,36,94,19,21,17,71
20154438,15,7,16,61,93,17
20154439,88,69,94,38,85,17
20154440,85,52,50,59,33,17
20154441,55,51,17,32,16,70
20154442,34,70,52,15,6,55
20154443,8,84,30,18,99,34
20154444,83,42,38,16,59,82
20154445,42,82,70,48,17,31
20154446,43,95,98,12,73,43
20154447,82,62,94,93,28,56
20154448,15,16,39,5,97,52
20154449,85,79,23,94,40,52
20154450,80,83,52,79,36,95
20154451,29,73,7,1,78,72
20154452,17,11,28,59,38,7
20154453,24,59,95,40,76,12
20154454,46,38,47,23,15,51
20154455,46,41,65,13,18,27
20154456,77,75,37,63,2,67
20154457,79,82,98,41,86,71
20154458,51,85,32,4,18,57
20154459,49,41,66,82,80,38
20154460,47,59,27,28,49,11
20154461,25,89,18,3,56,33
20154462,99,84,98,39,70,24
20154463,96,7,46,87,22,16
20154464,62,50,39,4,45,14
20154465,82,86,40,59,83,33
20154466,95,15,94,18,44,63
20154467,80,10,36,11,15,55
20154468,26,89,51,24,92,11
20154469,22,14,68,4,86,54
20154470,90,52,86,21,78,79
20154471,8,32,35,36,39,98
20154472,84,53,72,10,69,56
20154473,13,48,72,84,92,93
20154474,10,9,47,33,47,81
20154475,29,80,64,18,10,84
20154476,63,26,70,21,50,43
20154477,21,76,71,65,42,52
20154478,4,41,96,94,97,98
20154479,71,31,11,18,36,44
20154480,55,18,88,61,20,85
20154481,26,9,4,43,33,19
20154482,55,11,73,78,74,91
20154483,5,44,96,85,20,37
20154484,12,17,84,42,20,86
20154485,38,91,61,89,61,9
20154486,19,16,52,75,42,62
20154487,73,14,73,21,75,82
20154488,54,85,14,50,86,75
20154489,57,15,58,84,57,62
20154490,67,62,87,16,80,57
20154491,58,29,20,57,10,42
20154492,64,81,65,64,84,31
20154493,73,69,99,55,86,26
20154494,8,72,5,61,32,0
20154495,10,68,5,84,16,89
20154496,46,38,35,39,98,70
20154497,24,7,31,55,40,70
20154498,44,55,11,19,58,53
20154499,98,78,83,19,56,47
20154500,8,42,46,45,63,32
20154501,13,32,76,11,74,86
20154502,67,73,12,6,40,12
20154503,60,55,77,93,90,79
20154504,16,54,97,46,33,26
20154505,3,26,56,76,48,53
20154506,2,95,8,80,72,98
20154507,44,70,44,18,22,19
20154508,83,52,35,4,12,16
20154509,50,67,11,83,30,33
20154510,39,19,25,93,6,48
20154511,46,5,67,87,24,1
20154512,95,66,5,29,35,73
20154513,94,95,26,9,28,42
20154514,21,64,59,52,28,68
20154515,57,53,25,51,5,18
20154516,29,57,58,59,20,92
20154517,94,39,84,4,64,81
20154518,9,53,31,32,43,56
20154519,81,29,67,17,85,91
20154520,61,60,95,21,4,31
20154521,33,92,88,94,47,57
20154522,13,60,92,55,99,91
20154523,80,70,41,39,62,75
20154524,76,35,38,87,38,84
20154525,7,95,79,89,32,85
20154526,77,75,45,81,19,60
20154527,16,22,80,66,56,41
20154528,37,90,97,63,65,61
20154529,14,51,1,20,85,67
20154530,91,64,30,12,4,56
20154531,5,36,94,9,6,15
20154532,4,16,50,21,63,25
20154533,1,6,5,5,88,56
20154534,92,10,15,17,83,29
20154535,93,67,35,72,15,38
20154536,28,26,25,43,96,78
20154537,15,12,41,43,65,14
20154538,7,82,64,43,14,27
20154539,44,37,21,17,8,1
20154540,30,22,99,88,59,73
20154541,71,68,9,32,23,67
20154542,68,39,27,12,74,57
20154543,67,14,0,26,50,74
20154544,72,85,84,36,58,10
20154545,16,98,39,99,85,64
20154546,73,36,30,70,85,99
20154547,51,2,87,97,34,69
20154548,11,26,52,52,15,4
20154549,43,95,54,87,94,18
20154550,79,46,3,26,37,28
20154551,56,47,9,34,95,42
20154552,69,98,64,78,65,83
20154553,14,70,57,77,77,38
20154554,37,5,62,90,20,56
20154555,91,59,53,99,42,43
20154556,12,20,7,67,56,55
20154557,14,46,64,93,27,22
20154558,80,54,30,32,17,36
20154559,83,50,75,68,45,90
20154560,15,97,60,71,76,90
20154561,4,77,38,40,64,57
20154562,59,76,97,38,37,23
20154563,55,18,63,9,61,0
20154564,71,22,70,32,53,9
20154565,1,94,6,84,86,15
20154566,69,39,26,28,0,33
20154567,28,72,6,76,11,58
20154568,9,70,36,5,25,29
20154569,81,61,66,1,36,38
20154570,28,22,52,19,29,27
20154571,75,93,88,18,86,34
20154572,46,39,5,1,87,75
20154573,70,67,97,79,96,66
20154574,68,53,35,24,98,33
20154575,39,52,30,35,23,97
20154576,2,30,22,87,35,10
20154577,4,19,66,75,22,28
20154578,24,61,82,64,97,56
20154579,60,92,14,46,3,76
20154580,10,33,68,49,20,67
20154581,35,22,44,38,24,6
20154582,85,38,68,7,32,36
20154583,6,45,70,53,94,11
20154584,45,79,84,55,36,64
20154585,50,65,49,83,22,48
20154586,26,3,9,28,21,42
20154587,75,21,2,38,2,57
20154588,9,54,10,34,73,92
20154589,32,39,43,86,63,23
20154590,52,79,24,85,21,14
20154591,35,40,61,97,57,61
20154592,6,86,79,20,54,30
20154593,72,61,58,89,17,38
20154594,37,48,48,36,42,8
20154595,18,36,98,42,60,66
20154596,33,50,73,1,73,10
20154597,86,24,61,59,96,4
20154598,53,41,54,42,27,59
20154599,78,45,12,89,0,25
20154600,45,41,83,23,57,37
20154601,21,23,87,2,87,11
20154602,40,88,6,43,60,48
20154603,11,7,7,30,42,17
20154604,41,30,10,78,17,26
20154605,59,90,82,44,41,84
20154606,59,0,11,58,45,82
20154607,29,23,45,3,20,79
20154608,8,49,51,46,36,46
20154609,77,83,5,97,38,60
20154610,33,6,97,18,28,38
20154611,72,67,51,33,49,27
20154612,89,40,13,52,52,62
20154613,65,60,5,22,90,10
20154614,74,99,74,26,33,84
20154615,47,82,47,58,87,57
20154616,73,64,12,72,82,16
20154617,37,35,88,30,64,80
20154618,68,26,28,19,8,47
20154619,64,11,74,86,59,80
20154620,9,85,2,87,58,73
20154621,20,62,14,92,0,33
20154622,54,17,44,63,91,42
20154623,44,7,10,28,18,23
20154624,89,82,63,63,39,84
20154625,50,40,69,33,39,24
20154626,22,69,9,89,6,16
20154627,50,10,80,2,88,52
20154628,94,82,47,49,59,89
20154629,34,24,9,58,78,73
20154630,4,5,12,65,76,15
20154631,72,5,13,37,54,24
20154632,93,98,80,60,35,42
20154633,1,72,87,67,40,83
20154634,20,97,40,79,86,44
20154635,58,7,75,19,12,4
20154636,28,85,11,65,15,44
20154637,33,6,64,26,12,78
20154638,62,94,75,32,38,68
20154639,47,69,99,41,66,77
20154640,59,32,87,55,79,34
20154641,64,91,20,78,76,26
20154642,69,89,14,29,8,44
20154643,68,96,33,54,16,20
20154644,20,10,75,98,78,37
20154645,58,83,36,69,46,27
20154646,78,59,7,19,35,33
20154647,5,14,86,76,66,1
20154648,12,89,33,29,23,72
20154649,92,54,11,87,35,1
20154650,19,82,76,18,64,74
20154651,20,79,35,45,14,24
20154652,44,99,2,90,50,64
20154653,23,74,77,49,36,10
20154654,20,49,26,89,51,74
20154655,52,58,24,12,87,55
20154656,66,63,4,76,85,58
20154657,41,87,43,50,77,51
20154658,52,45,32,90,54,6
20154659,43,39,2,52,74,93
20154660,28,51,21,4,7,34
20154661,6,28,32,20,0,76
20154662,75,78,56,8,84,50
20154663,88,60,92,56,87,62
20154664,58,91,50,91,15,87
20154665,24,54,38,88,77,60
20154666,99,94,54,16,12,14
20154667,85,27,92,87,92,33
20154668,4,80,88,40,76,54
20154669,37,35,24,74,36,30
20154670,40,68,53,18,75,21
20154671,45,32,59,15,40,65
20154672,13,46,28,37,62,66
20154673,30,51,79,98,97,76
20154674,32,19,0,95,54,19
20154675,67,52,10,55,98,98
20154676,18,13,40,40,35,17
20154677,52,84,7,64,47,5
20154678,73,40,77,70,72,36
20154679,64,92,94,31,60,36
20154680,80,30,93,81,84,22
20154681,72,87,2,92,48,82
20154682,48,22,39,99,70,81
20154683,11,43,88,60,52,78
20154684,31,37,49,79,10,75
20154685,27,21,78,46,76,91
20154686,77,14,81,23,79,89
20154687,52,87,50,98,24,97
20154688,97,34,55,11,54,99
20154689,82,83,88,67,59,57
20154690,34,87,57,74,23,74
20154691,94,89,21,99,8,92
20154692,93,13,11,9,99,13
20154693,7,16,37,61,53,71
20154694,46,4,83,85,13,47
20154695,92,60,70,24,53,79
20154696,47,67,30,12,22,68
20154697,12,72,37,20,27,94
20154698,62,38,99,96,96,35
20154699,38,12,22,29,83,9
20154700,25,22,16,74,65,2
20154701,4,93,39,49,13,31
20154702,7,77,62,73,65,74
20154703,21,14,50,16,40,7
20154704,47,84,17,38,4,75
20154705,99,67,36,31,76,7
20154706,6,81,4,7,71,6
20154707,18,20,99,63,92,78
20154708,20,85,7,99,98,52
20154709,31,92,76,31,95,21
20154710,51,40,32,13,10,76
20154711,17,5,74,72,41,60
20154712,21,95,14,61,77,23
20154713,21,74,43,89,98,42
20154714,2,12,6,22,19,23
20154715,88,92,21,97,60,34
20154716,6,56,70,71,46,53
20154717,97,87,97,43,78,32
20154718,47,10,62,27,51,82
20154719,4,51,87,3,29,51
20154720,59,60,77,15,52,77
20154721,49,26,48,47,49,0
20154722,97,42,10,75,74,54
20154723,12,49,12,37,54,13
20154724,27,97,29,7,12,4
20154725,41,48,12,3,8,62
20154726,49,52,11,42,73,96
20154727,57,35,47,53,36,87
20154728,12,30,3,44,49,56
20154729,4,52,99,35,98,16
20154730,92,99,85,17,24,66
20154731,63,54,30,35,6,99
20154732,13,38,86,73,52,13
20154733,58,17,49,78,89,20
20154734,51,21,81,81,74,87
20154735,31,4,13,50,44,29
20154736,23,70,47,17,11,9
20154737,92,15,15,45,22,71
20154738,93,77,19,54,1,99
20154739,16,87,82,45,47,55
20154740,42,90,71,70,25,54
20154741,51,47,84,43,88,25
20154742,89,36,25,62,88,31
20154743,56,27,89,33,93,55
20154744,39,57,37,77,79,93
20154745,65,69,75,34,34,96
20154746,97,56,10,7,4,62
20154747,1,55,35,14,19,58
20154748,76,85,19,59,7,5
20154749,81,92,57,6,71,95
20154750,20,32,32,18,94,35
20154751,55,19,11,63,36,34
20154752,27,53,74,0,49,15
20154753,47,20,64,50,80,65
20154754,29,3,35,4,5,68
20154755,14,68,36,30,99,62
20154756,99,51,13,65,37,95
20154757,14,66,25,76,35,91
20154758,21,47,58,1,68,53
20154759,98,71,42,12,29,51
20154760,64,64,27,7,61,35
20154761,21,21,20,82,16,77
20154762,92,93,16,38,48,24
20154763,11,28,95,85,52,26
20154764,12,82,50,39,5,70
20154765,98,99,19,92,54,27
20154766,65,11,72,80,73,5
20154767,38,51,9,55,31,43
20154768,74,40,44,61,99,4
20154769,91,47,27,27,43,9
20154770,82,83,18,97,61,30
20154771,69,39,32,98,38,62
20154772,44,54,78,2,4,20
20154773,93,58,76,21,33,94
20154774,44,4,66,47,9,37
20154775,74,68,56,23,17,69
20154776,56,7,10,85,26,16
20154777,1,36,63,32,56,81
20154778,19,92,82,83,16,4
20154779,52,47,30,0,94,33
20154780,71,65,37,76,42,21
20154781,22,93,88,5,12,63
20154782,84,73,6,81,1,17
20154783,11,75,35,76,59,88
20154784,25,22,26,35,38,97
20154785,16,96,90,41,33,3
20154786,25,14,46,50,21,4
20154787,97,19,63,56,60,0
20154788,73,56,63,14,61,83
20154789,94,95,37,83,85,7
20154790,40,19,45,25,56,31
20154791,34,3,20,72,88,52
20154792,79,96,96,45,13,48
20154793,75,96,9,43,24,9
20154794,55,19,46,47,45,99
20154795,35,64,56,85,90,4
20154796,19,36,81,68,82,65
20154797,67,99,22,69,36,25
20154798,37,74,30,14,57,94
20154799,72,0,26,89,82,63
20154800,70,77,11,9,92,86
20154801,15,93,48,61,78,7
20154802,27,24,90,28,11,98
20154803,55,71,65,29,49,79
20154804,99,13,25,87,11,18
20154805,34,76,50,19,21,45
20154806,82,37,12,62,63,76
20154807,89,40,8,98,33,92
20154808,81,52,21,93,82,50
20154809,68,73,33,27,32,96
20154810,89,4,88,44,87,33
20154811,59,9,92,0,59,3
20154812,27,11,57,26,2,4
20154813,46,36,14,78,98,68
20154814,30,55,59,90,82,38
20154815,57,57,65,12,72,3
20154816,68,13,8,93,50,45
20154817,45,42,38,65,25,55
20154818,28,75,64,99,60,38
20154819,5,35,56,68,48,98
20154820,85,32,44,5,13,14
20154821,78,76,10,34,60,34
20154822,31,88,1,23,47,23
20154823,59,68,75,77,91,0
20154824,8,60,89,41,45,90
20154825,76,19,56,30,97,84
20154826,4,84,93,71,2,82
20154827,92,20,85,90,81,37
20154828,15,5,60,66,54,67
20154829,20,18,85,19,78,60
20154830,52,14,68,77,60,11
20154831,7,93,72,52,43,38
20154832,22,69,47,39,50,5
20154833,12,66,20,46,91,59
20154834,15,90,13,67,52,62
20154835,59,13,37,21,74,47
20154836,0,4,18,4,85,87
20154837,60,90,39,77,8,13
20154838,74,20,45,30,86,59
20154839,67,78,10,35,61,5
20154840,66,35,27,30,31,37
20154841,34,84,70,31,37,13
20154842,70,16,62,7,78,60
20154843,74,71,48,48,56,80
20154844,64,0,75,92,87,66
20154845,30,83,15,82,21,56
20154846,55,36,98,25,72,57
20154847,72,61,4,74,34,76
20154848,41,67,39,46,51,6
20154849,74,66,66,89,3,34
20154850,85,93,21,94,82,86
20154851,82,5,61,67,83,14
20154852,5,44,27,89,70,40
20154853,42,45,55,27,98,36
20154854,86,36,61,52,47,53
20154855,85,91,27,81,42,94
20154856,66,51,57,22,82,53
20154857,85,99,63,1,40,25
20154858,6,21,38,42,6,11
20154859,41,67,50,84,59,26
20154860,28,95,22,52,25,62
20154861,42,37,39,81,40,96
20154862,20,33,93,6,46,90
20154863,57,65,14,40,45,48
20154864,60,29,4,97,8,12
20154865,20,56,81,77,16,93
20154866,45,13,19,81,43,99
20154867,96,15,40,35,81,35
20154868,95,60,98,31,45,10
20154869,16,8,40,16,56,91
20154870,33,44,16,50,25,59
20154871,94,87,38,36,85,48
20154872,57,91,99,12,58,31
20154873,70,54,60,81,46,92
20154874,57,88,12,74,48,68
20154875,18,83,6,52,30,19
20154876,32,90,68,46,22,71
20154877,96,8,27,24,19,80
20154878,1,37,99,93,50,90
20154879,31,30,7,19,93,52
20154880,53,69,15,14,77,70
20154881,88,75,85,65,14,34
20154882,24,80,49,29,89,1
20154883,18,21,3,43,82,33
20154884,22,1,38,65,15,98
20154885,51,30,38,5,28,26
20154886,94,43,65,94,37,0
20154887,77,32,80,59,93,14
20154888,75,16,89,52,57,94
20154889,86,18,51,24,14,43
20154890,1,9,52,80,52,67
20154891,15,63,41,6,43,92
20154892,66,76,61,63,67,99
20154893,99,36,62,69,28,58
20154894,18,4,74,94,97,85
20154895,80,84,22,59,60,88
20154896,94,39,70,81,67,74
20154897,66,72,8,3,10,63
20154898,22,51,9,61,94,25
20154899,51,85,10,51,27,45
20154900,12,38,9,92,53,89
20154901,74,22,68,59,16,75
20154902,34,22,16,34,17,4
20154903,86,70,75,9,45,5
20154904,0,92,88,13,54,26
20154905,5,48,80,27,26,91
20154906,6,50,88,45,57,74
20154907,33,66,80,37,79,36
20154908,87,53,20,24,46,2
20154909,96,96,35,45,37,67
20154910,4,94,66,52,32,62
20154911,74,30,15,75,35,42
20154912,9,67,95,77,90,84
20154913,84,83,40,46,75,71
20154914,77,18,23,98,73,86
20154915,12,15,99,20,43,48
20154916,81,1,72,24,72,63
20154917,34,6,27,9,46,94
20154918,92,83,53,90,68,43
20154919,24,90,52,33,6,86
20154920,59,4,72,51,3,38
20154921,5,60,48,49,38,10
20154922,59,62,10,25,91,84
20154923,33,91,63,11,64,16
20154924,55,91,49,17,29,15
20154925,25,64,81,24,9,40
20154926,67,81,56,40,1,25
20154927,7,37,51,69,74,78
20154928,92,32,62,27,50,86
20154929,82,8,8,85,71,87
20154930,86,1,67,31,15,29
20154931,40,77,14,84,60,73
20154932,27,91,62,56,46,21
20154933,77,46,15,9,79,17
20154934,20,38,62,76,80,30
20154935,67,94,9,72,62,45
20154936,27,4,63,1,79,18
20154937,56,62,96,39,58,64
20154938,65,29,28,33,11,64
20154939,63,27,38,99,30,56
20154940,81,62,11,60,6,87
20154941,73,61,25,78,39,52
20154942,98,8,95,53,50,55
20154943,84,9,71,92,89,54
20154944,31,9,15,32,31,70
20154945,81,52,56,3,16,48
20154946,64,14,71,3,35,85
20154947,73,86,93,9,73,61
20154948,31,81,10,13,80,87
20154949,20,84,20,81,70,98
20154950,35,14,27,88,4,45
20154951,68,10,53,32,23,53
20154952,95,12,94,69,26,0
20154953,78,94,0,89,4,6
20154954,17,17,65,50,56,58
20154955,44,31,48,64,27,37
20154956,20,9,8,43,22,82
20154957,60,22,42,64,1,97
20154958,59,41,26,6,72,52
20154959,23,2,90,57,95,51
20154960,61,12,29,66,48,44
20154961,28,79,70,6,3,22
20154962,19,6,62,77,29,99
20154963,18,23,20,81,15,10
20154964,23,11,60,56,85,85
20154965,24,3,69,30,22,48
20154966,76,13,3,94,12,53
20154967,13,35,19,85,77,82
20154968,44,94,41,89,91,69
20154969,83,90,85,10,14,61
20154970,87,26,63,40,44,33
20154971,63,6,67,45,93,94
20154972,34,64,64,34,76,16
20154973,90,51,95,52,45,31
20154974,63,59,26,42,73,5
20154975,97,94,22,84,5,53
20154976,47,67,5,53,25,13
20154977,79,2,21,92,12,4
20154978,69,21,10,17,60,31
20154979,10,19,0,60,71,69
20154980,51,77,53,61,49,32
20154981,8,96,10,68,57,8
20154982,67,66,63,57,29,66
20154983,75,12,13,75,79,95
20154984,29,96,20,88,25,51
20154985,1,19,55,32,45,28
20154986,26,40,20,19,43,21
20154987,70,34,54,85,63,85
20154988,92,45,55,45,52,3
20154989,92,5,92,3,91,88
20154990,24,92,25,83,65,83
20154991,59,17,32,28,78,62
20154992,19,5,92,63,4,68
20154993,7,92,66,91,35,94
20154994,21,17,72,56,50,4
20154995,62,99,82,26,48,78
20154996,31,32,86,88,26,62
20154997,46,22,43,21,53,75
20154998,14,70,93,18,44,18
20154999,79,47,59,60,15,80
20155000,76,53,55,36,41,88
20155001,68,77,76,16,26,38
20155002,86,92,68,64,31,97
20155003,94,49,5,71,11,9
20155004,54,92,96,92,87,58
20155005,91,5,56,51,3,83
20155006,71,18,83,30,54,86
20155007,95,68,97,95,74,48
20155008,29,38,15,47,58,89
20155009,33,79,80,52,49,60
20155010,70,41,24,46,12,23
20155011,79,10,65,17,49,87
20155012,47,60,89,33,20,57
20155013,54,22,85,25,49,95
20155014,32,61,39,12,29,16
20155015,60,17,79,58,38,27
20155016,21,2,30,64,58,70
20155017,46,69,20,3,91,29
20155018,69,13,33,6,77,28
20155019,15,43,33,64,91,69
20155020,38,81,93,56,70,64
20155021,52,22,58,85,56,79
20155022,63,6,80,52,20,21
20155023,12,52,34,53,97,87
20155024,29,57,32,36,49,33
20155025,22,85,2,79,68,39
20155026,48,84,63,36,29,46
20155027,65,30,89,16,3,91
20155028,37,40,77,73,45,72
20155029,0,32,6,42,33,55
20155030,82,70,36,22,46,7
20155031,8,73,45,56,65,45
20155032,17,99,74,13,27,16
20155033,61,44,33,53,17,27
20155034,6,85,95,79,98,21
20155035,48,52,3,52,76,50
20155036,88,74,6,36,62,27
20155037,53,51,51,61,81,2
20155038,90,48,70,6,10,61
20155039,43,67,84,62,40,13
20155040,68,86,28,91,63,67
20155041,36,40,49,90,27,83
20155042,70,4,6,92,99,88
20155043,19,40,50,73,45,16
20155044,73,12,19,16,75,88
20155045,55,13,28,30,48,11
20155046,86,65,27,7,8,37
20155047,50,94,7,84,19,30
20155048,5,90,91,56,6,0
20155049,9,79,64,38,33,3
20155050,89,66,45,15,94,86
20155051,61,50,25,61,71,43
20155052,8,46,88,10,97,3
20155053,19,22,48,37,96,3
20155054,93,0,6,40,46,86
20155055,12,45,58,0,35,31
20155056,84,58,95,41,52,9
20155057,23,14,26,6,19,10
20155058,11,5,73,22,56,60
20155059,19,50,24,4,51,46
20155060,59,14,87,83,73,89
20155061,12,76,72,40,64,70
20155062,85,3,13,17,16,14
20155063,54,39,79,71,62,10
20155064,51,88,45,38,86,46
20155065,29,40,65,85,37,16
20155066,97,89,45,39,73,36
20155067,51,10,97,35,96,3
20155068,22,45,43,26,38,53
20155069,43,77,48,29,12,95
20155070,14,61,20,79,46,77
20155071,10,55,51,18,49,8
20155072,61,33,69,84,90,13
20155073,66,92,84,12,7,55
20155074,27,9,2,98,84,97
20155075,45,10,51,20,46,25
20155076,68,60,15,35,98,89
20155077,69,8,31,50,54,85
20155078,85,65,30,82,8,33
20155079,85,8,39,7,77,20
20155080,64,26,42,15,95,54
20155081,4,63,5,65,24,90
20155082,86,27,75,12,77,27
20155083,20,17,49,34,22,8
20155084,75,36,47,78,29,57
20155085,56,17,62,38,38,8
20155086,48,45,43,9,11,11
20155087,96,79,88,99,5,47
20155088,65,5,47,26,13,2
20155089,38,25,86,51,3,2
20155090,4,54,65,85,7,49
20155091,92,20,19,4,27,35
20155092,26,85,63,93,62,54
20155093,6,13,12,97,28,29
20155094,44,58,41,56,38,9
20155095,86,92,59,34,75,17
20155096,79,18,48,46,14,40
20155097,79,89,55,52,72,98
20155098,86,96,33,72,24,89
20155099,20,76,30,33,27,32
20155100,0,9,90,55,41,76
20155101,16,96,90,38,8,47
20155102,29,7,42,27,75,97
20155103,53,56,71,40,61,88
20155104,9,69,10,50,23,10
20155105,20,25,27,96,48,77
20155106,4,44,24,71,48,57
20155107,77,43,70,65,12,91
20155108,4,19,17,26,23,98
20155109,31,75,39,25,92,67
20155110,49,69,48,38,8,50
20155111,65,13,27,19,3,3
20155112,7,56,38,95,11,66
20155113,78,75,9,21,38,49
20155114,18,4,37,78,91,68
20155115,33,87,82,70,52,83
20155116,82,49,73,67,11,61
20155117,16,82,42,43,46,53
20155118,17,3,46,22,21,40
20155119,34,31,78,84,59,60
20155120,18,48,56,78,17,77
20155121,0,79,73,74,97,35
20155122,99,0,60,20,91,24
20155123,99,46,43,44,76,96
20155124,16,52,79,33,55,93
20155125,38,19,7,94,21,4
20155126,85,53,66,91,69,81
20155127,96,33,74,10,59,61
20155128,49,64,7,75,77,91
20155129,10,29,22,29,86,40
20155130,97,70,81,78,98,27
20155131,33,82,25,58,40,98
20155132,56,22,5,55,79,50
20155133,95,15,42,38,39,64
20155134,13,38,36,57,58,89
20155135,54,84,72,22,75,21
20155136,80,53,37,42,85,56
20155137,20,7,68,74,8,13
20155138,82,57,41,32,36,49
20155139,87,41,8,10,90,19
20155140,98,49,95,16,45,13
20155141,33,43,18,47,45,30
20155142,56,45,29,76,52,10
20155143,71,10,45,97,72,88
20155144,8,54,29,69,35,44
20155145,95,15,81,99,40,56
20155146,77,38,49,56,70,91
20155147,74,30,25,91,77,12
20155148,80,1,28,5,86,11
20155149,87,17,21,95,96,87
20155150,16,77,34,62,65,51
20155151,31,70,23,81,25,41
20155152,70,81,66,29,12,11
20155153,78,73,36,79,76,32
20155154,17,83,91,0,75,21
20155155,48,34,7,78,54,25
20155156,79,90,1,36,42,90
20155157,90,89,83,11,47,32
20155158,2,77,23,7,1,84
20155159,86,54,53,49,13,50
20155160,46,84,67,24,38,52
20155161,37,92,43,51,51,0
20155162,72,37,13,39,49,25
20155163,87,60,68,1,19,97
20155164,13,53,40,95,99,66
20155165,9,89,53,45,40,17
20155166,71,26,47,23,18,9
20155167,96,71,39,41,55,93
20155168,18,32,17,21,12,49
20155169,62,2,10,87,27,33
20155170,63,98,84,69,33,88
20155171,42,5,7,4,23,8
20155172,67,11,98,41,91,71
20155173,42,31,98,63,68,33
20155174,45,40,7,59,50,2
20155175,79,25,94,99,74,93
20155176,7,76,51,40,8,74
20155177,4,91,45,99,67,6
20155178,42,93,16,44,92,24
20155179,7,25,12,13,57,55
20155180,41,29,59,53,6,69
20155181,6,92,96,92,96,38
20155182,47,54,90,90,95,43
20155183,68,38,73,74,37,19
20155184,64,4,41,73,90,69
20155185,65,68,67,90,86,6
20155186,44,65,0,71,90,58
20155187,96,81,47,4,75,24
20155188,74,27,81,58,66,24
20155189,81,8,81,80,62,37
20155190,54,56,58,60,21,60
20155191,7,12,37,13,81,31
20155192,98,65,59,86,83,59
20155193,87,42,71,78,73,53
20155194,85,0,38,64,31,69
20155195,60,70,64,96,26,0
20155196,47,24,78,15,63,73
20155197,47,81,77,6,78,13
20155198,20,37,52,94,41,31
20155199,53,60,32,65,50,92
20155200,30,29,49,13,74,27
20155201,74,43,15,48,70,79
20155202,20,47,58,14,71,1
20155203,50,84,29,37,10,62
20155204,20,70,72,79,43,13
20155205,89,67,96,27,10,50
20155206,92,40,49,37,48,79
20155207,90,46,81,13,16,96
20155208,26,40,4,43,8,71
20155209,61,92,4,3,16,2
20155210,99,16,65,17,14,63
20155211,18,30,42,21,65,27
20155212,56,69,59,23,80,42
20155213,67,89,91,6,65,77
20155214,62,91,72,31,76,21
20155215,3,96,62,81,85,23
20155216,82,42,1,81,54,44
20155217,98,59,21,64,80,13
20155218,70,99,95,97,87,24
20155219,18,0,2,3,25,84
20155220,61,30,90,89,55,86
20155221,44,58,69,69,52,33
20155222,18,89,24,5,79,74
20155223,20,42,12,22,27,20
20155224,78,12,7,55,12,60
20155225,35,88,13,36,55,43
20155226,54,12,35,29,62,6
20155227,9,67,33,87,7,15
20155228,75,30,45,51,98,64
20155229,23,0,97,74,58,88
20155230,68,97,37,43,42,77
20155231,59,48,89,2,66,63
20155232,22,51,38,76,62,96
20155233,5,37,30,51,98,62
20155234,93,94,10,1,26,53
20155235,80,42,17,83,34,92
20155236,14,81,86,6,83,44
20155237,66,2,41,93,53,18
20155238,83,88,42,41,87,73
20155239,15,71,32,13,58,61
20155240,49,93,34,91,66,57
20155241,25,12,94,77,20,98
20155242,58,67,57,49,50,46
20155243,8,50,15,22,18,40
20155244,88,45,99,88,73,24
20155245,83,12,16,26,15,43
20155246,17,39,12,21,95,50
20155247,24,7,97,84,37,72
20155248,74,80,81,89,87,25
20155249,57,51,56,7,31,39
20155250,97,31,53,73,98,48
20155251,65,71,49,10,58,65
20155252,83,94,89,34,73,89
20155253,72,77,65,63,85,91
20155254,84,51,36,11,55,34
20155255,55,31,51,29,34,57
20155256,63,94,37,89,70,73
20155257,92,10,27,7,58,43
20155258,19,77,21,52,3,84
20155259,63,84,77,1,46,71
20155260,16,39,22,9,31,85
20155261,61,77,49,81,32,7
20155262,50,76,40,3,65,45
20155263,92,59,65,92,45,2
20155264,64,40,33,71,30,73
20155265,69,36,16,49,44,57
20155266,49,9,68,88,43,2
20155267,5,77,23,38,4,23
20155268,56,24,94,84,60,80
20155269,80,24,46,67,62,73
20155270,48,15,47,0,65,51
20155271,45,62,60,81,36,15
20155272,59,7,80,38,60,36
20155273,16,34,16,32,91,63
20155274,45,83,42,38,21,11
20155275,77,35,46,93,85,5
20155276,34,12,52,62,93,18
20155277,29,57,73,18,44,34
20155278,50,66,81,57,34,48
20155279,45,91,41,44,5,78
20155280,90,41,45,82,36,4
20155281,67,39,38,7,9,67
20155282,95,34,30,47,87,82
20155283,21,21,68,1,0,8
20155284,21,50,39,58,28,46
20155285,65,66,29,76,63,34
20155286,83,8,71,74,81,55
20155287,63,78,72,35,89,65
20155288,77,94,97,94,62,23
20155289,30,82,83,52,89,61
20155290,29,38,95,60,70,46
20155291,80,78,0,60,8,53
20155292,86,38,85,90,89,99
20155293,16,45,1,21,34,64
20155294,49,20,23,85,98,25
20155295,23,36,24,92,99,3
20155296,51,35,61,67,76,51
20155297,43,37,49,72,3,88
20155298,41,14,10,36,85,83
20155299,97,97,42,68,33,70
