ID,数学,判定
20180869,47, 
20180870,19, 
20180871,56, 
20180872,44, 
20180873,11, 
20180874,39, 
20180875,4, 
20180876,94, 
20180877,88, 
20180878,16, 
20180879,78, 
20180880,2, 
20180881,43, 
20180882,71, 
20180883,97, 
20180884,43, 
20180885,49, 
20180886,19, 
20180887,10, 
20180888,75, 
20180889,10, 
20180890,62, 
20180891,63, 
20180892,46, 
20180893,89, 
20180894,63, 
20180895,26, 
20180896,82, 
20180897,31, 
20180898,85, 
20180899,84, 
20180900,42, 
20180901,36, 
20180902,70, 
20180903,5, 
20180904,36, 
20180905,60, 
20180906,80, 
20180907,84, 
20180908,42, 
20180909,71, 
20180910,57, 
20180911,94, 
20180912,33, 
20180913,71, 
20180914,77, 
20180915,49, 
20180916,15, 
20180917,16, 
20180918,76, 
20180919,73, 
20180920,33, 
20180921,39, 
20180922,14, 
20180923,26, 
20180924,27, 
20180925,7, 
20180926,23, 
20180927,59, 
20180928,74, 
20180929,45, 
20180930,30, 
20180931,0, 
20180932,38, 
20180933,71, 
20180934,96, 
20180935,35, 
20180936,21, 
20180937,13, 
20180938,74, 
20180939,29, 
20180940,22, 
20180941,61, 
20180942,69, 
20180943,37, 
20180944,3, 
20180945,91, 
20180946,50, 
20180947,19, 
20180948,18, 
20180949,73, 
20180950,57, 
20180951,79, 
20180952,70, 
20180953,88, 
20180954,40, 
20180955,79, 
20180956,97, 
20180957,31, 
20180958,19, 
20180959,22, 
20180960,40, 
20180961,33, 
20180962,72, 
20180963,54, 
20180964,49, 
20180965,11, 
20180966,76, 
20180967,35, 
20180968,18, 
20180969,21, 
20180970,0, 
20180971,52, 
20180972,29, 
20180973,68, 
20180974,65, 
20180975,12, 
20180976,41, 
20180977,45, 
20180978,53, 
20180979,9, 
20180980,55, 
20180981,73, 
20180982,43, 
20180983,67, 
20180984,58, 
20180985,24, 
20180986,69, 
20180987,62, 
20180988,3, 
20180989,14, 
20180990,35, 
20180991,87, 
20180992,37, 
20180993,50, 
20180994,58, 
20180995,77, 
20180996,83, 
20180997,44, 
20180998,20, 
20180999,37, 
20181000,16, 
20181001,40, 
20181002,24, 
20181003,6, 
20181004,4, 
20181005,20, 
20181006,33, 
20181007,32, 
20181008,47, 
20181009,46, 
20181010,34, 
20181011,61, 
20181012,85, 
20181013,1, 
20181014,47, 
20181015,87, 
20181016,86, 
20181017,31, 
20181018,43, 
20181019,23, 
20181020,52, 
20181021,78, 
20181022,68, 
20181023,52, 
20181024,20, 
20181025,93, 
20181026,59, 
20181027,76, 
20181028,98, 
20181029,85, 
20181030,59, 
20181031,38, 
20181032,8, 
20181033,77, 
20181034,61, 
20181035,56, 
20181036,18, 
20181037,86, 
20181038,14, 
20181039,17, 
20181040,40, 
20181041,80, 
20181042,8, 
20181043,60, 
20181044,97, 
20181045,46, 
20181046,48, 
20181047,34, 
20181048,66, 
20181049,4, 
20181050,21, 
20181051,54, 
20181052,50, 
20181053,19, 
20181054,64, 
20181055,13, 
20181056,46, 
20181057,0, 
20181058,32, 
20181059,11, 
20181060,69, 
20181061,68, 
20181062,76, 
20181063,15, 
20181064,60, 
20181065,50, 
20181066,85, 
20181067,33, 
20181068,36, 
20181069,33, 
20181070,86, 
20181071,64, 
20181072,24, 
20181073,58, 
20181074,28, 
20181075,27, 
20181076,72, 
20181077,21, 
20181078,74, 
20181079,32, 
20181080,84, 
20181081,35, 
20181082,4, 
20181083,45, 
20181084,10, 
20181085,54, 
20181086,59, 
20181087,57, 
20181088,20, 
20181089,77, 
20181090,60, 
20181091,35, 
20181092,18, 
20181093,47, 
20181094,63, 
20181095,90, 
20181096,33, 
20181097,95, 
20181098,12, 
20181099,34, 
20181100,39, 
20181101,56, 
20181102,38, 
20181103,90, 
20181104,9, 
20181105,68, 
20181106,77, 
20181107,18, 
20181108,29, 
20181109,21, 
20181110,68, 
20181111,83, 
20181112,9, 
20181113,16, 
20181114,2, 
20181115,38, 
20181116,76, 
20181117,30, 
20181118,59, 
20181119,22, 
20181120,69, 
20181121,32, 
20181122,66, 
20181123,70, 
20181124,7, 
20181125,45, 
20181126,45, 
20181127,90, 
20181128,11, 
20181129,93, 
20181130,11, 
20181131,56, 
20181132,83, 
20181133,61, 
20181134,93, 
20181135,86, 
20181136,5, 
20181137,36, 
20181138,47, 
20181139,20, 
20181140,39, 
20181141,36, 
20181142,20, 
20181143,57, 
20181144,85, 
20181145,61, 
20181146,68, 
20181147,34, 
20181148,39, 
20181149,57, 
20181150,76, 
20181151,36, 
20181152,60, 
20181153,8, 
20181154,80, 
20181155,0, 
20181156,58, 
20181157,37, 
20181158,39, 
20181159,57, 
20181160,33, 
20181161,2, 
20181162,87, 
20181163,63, 
20181164,24, 
20181165,17, 
20181166,80, 
20181167,34, 
20181168,57, 
20181169,60, 
20181170,33, 
20181171,18, 
20181172,3, 
20181173,29, 
20181174,96, 
20181175,83, 
20181176,80, 
20181177,73, 
20181178,52, 
20181179,51, 
20181180,33, 
20181181,43, 
20181182,13, 
20181183,32, 
20181184,93, 
20181185,32, 
20181186,80, 
20181187,18, 
20181188,11, 
20181189,70, 
20181190,64, 
20181191,96, 
20181192,6, 
20181193,91, 
20181194,51, 
20181195,36, 
20181196,77, 
20181197,74, 
20181198,93, 
20181199,9, 
20181200,19, 
20181201,69, 
20181202,39, 
20181203,63, 
20181204,29, 
20181205,56, 
20181206,16, 
20181207,9, 
20181208,15, 
20181209,14, 
20181210,9, 
20181211,84, 
20181212,65, 
20181213,79, 
20181214,91, 
20181215,53, 
20181216,75, 
20181217,71, 
20181218,32, 
20181219,77, 
20181220,80, 
20181221,69, 
20181222,47, 
20181223,88, 
20181224,77, 
20181225,83, 
20181226,84, 
20181227,63, 
20181228,83, 
20181229,95, 
20181230,51, 
20181231,86, 
20181232,27, 
20181233,6, 
20181234,0, 
20181235,8, 
20181236,48, 
20181237,95, 
20181238,45, 
20181239,34, 
20181240,29, 
20181241,93, 
20181242,71, 
20181243,84, 
20181244,31, 
20181245,4, 
20181246,64, 
20181247,32, 
20181248,63, 
20181249,56, 
20181250,10, 
20181251,17, 
20181252,77, 
20181253,4, 
20181254,77, 
20181255,24, 
20181256,41, 
20181257,95, 
20181258,97, 
20181259,21, 
20181260,90, 
20181261,12, 
20181262,38, 
20181263,71, 
20181264,10, 
20181265,40, 
20181266,87, 
20181267,67, 
20181268,14, 
20181269,38, 
20181270,67, 
20181271,0, 
20181272,25, 
20181273,5, 
20181274,85, 
20181275,80, 
20181276,15, 
20181277,9, 
20181278,38, 
20181279,85, 
20181280,20, 
20181281,95, 
20181282,93, 
20181283,6, 
20181284,62, 
20181285,64, 
20181286,94, 
20181287,42, 
20181288,23, 
20181289,13, 
20181290,33, 
20181291,4, 
20181292,27, 
20181293,58, 
20181294,52, 
20181295,88, 
20181296,17, 
20181297,40, 
20181298,51, 
20181299,79, 
20181300,85, 
20181301,41, 
20181302,95, 
20181303,41, 
20181304,73, 
20181305,93, 
20181306,91, 
20181307,12, 
20181308,74, 
20181309,97, 
20181310,9, 
20181311,35, 
20181312,73, 
20181313,26, 
20181314,77, 
20181315,57, 
20181316,70, 
20181317,65, 
20181318,69, 
20181319,38, 
20181320,47, 
20181321,75, 
20181322,43, 
20181323,67, 
20181324,58, 
20181325,70, 
20181326,88, 
20181327,11, 
20181328,72, 
20181329,81, 
20181330,74, 
20181331,30, 
20181332,36, 
20181333,59, 
20181334,40, 
20181335,97, 
20181336,20, 
20181337,94, 
20181338,94, 
20181339,49, 
20181340,37, 
20181341,74, 
20181342,90, 
20181343,34, 
20181344,88, 
20181345,65, 
20181346,51, 
20181347,94, 
20181348,11, 
20181349,56, 
20181350,60, 
20181351,17, 
20181352,60, 
20181353,71, 
20181354,40, 
20181355,10, 
20181356,65, 
20181357,52, 
20181358,99, 
20181359,88, 
20181360,33, 
20181361,78, 
20181362,92, 
20181363,92, 
20181364,64, 
20181365,87, 
20181366,78, 
20181367,76, 
20181368,0, 
20181369,90, 
20181370,49, 
20181371,18, 
20181372,6, 
20181373,2, 
20181374,16, 
20181375,85, 
20181376,23, 
20181377,19, 
20181378,23, 
20181379,99, 
20181380,25, 
20181381,95, 
20181382,42, 
20181383,64, 
20181384,91, 
20181385,57, 
20181386,36, 
20181387,5, 
20181388,64, 
20181389,7, 
20181390,82, 
20181391,99, 
20181392,81, 
20181393,98, 
20181394,76, 
20181395,72, 
20181396,70, 
20181397,49, 
20181398,78, 
20181399,66, 
20181400,28, 
20181401,41, 
20181402,86, 
20181403,13, 
20181404,5, 
20181405,48, 
20181406,62, 
20181407,71, 
20181408,76, 
20181409,93, 
20181410,14, 
20181411,90, 
20181412,30, 
20181413,12, 
20181414,46, 
20181415,77, 
20181416,18, 
20181417,98, 
20181418,33, 
20181419,75, 
20181420,72, 
20181421,65, 
20181422,38, 
20181423,6, 
20181424,0, 
20181425,49, 
20181426,41, 
20181427,10, 
20181428,85, 
20181429,36, 
20181430,21, 
20181431,87, 
20181432,52, 
20181433,81, 
20181434,84, 
20181435,1, 
20181436,98, 
20181437,25, 
20181438,53, 
20181439,81, 
20181440,26, 
20181441,63, 
20181442,46, 
20181443,71, 
20181444,64, 
20181445,27, 
20181446,80, 
20181447,11, 
20181448,69, 
20181449,3, 
20181450,93, 
20181451,70, 
20181452,30, 
20181453,17, 
20181454,47, 
20181455,26, 
20181456,20, 
20181457,76, 
20181458,96, 
20181459,80, 
20181460,12, 
20181461,99, 
20181462,30, 
20181463,99, 
20181464,78, 
20181465,38, 
20181466,30, 
20181467,70, 
20181468,3, 
20181469,73, 
20181470,29, 
20181471,18, 
20181472,16, 
20181473,18, 
20181474,96, 
20181475,54, 
20181476,89, 
20181477,58, 
20181478,7, 
20181479,63, 
20181480,76, 
20181481,83, 
20181482,22, 
20181483,50, 
20181484,43, 
20181485,6, 
20181486,79, 
20181487,52, 
20181488,91, 
20181489,24, 
20181490,67, 
20181491,42, 
20181492,34, 
20181493,21, 
20181494,9, 
20181495,40, 
20181496,16, 
20181497,92, 
20181498,27, 
20181499,36, 
20181500,11, 
20181501,73, 
20181502,71, 
20181503,68, 
20181504,95, 
20181505,12, 
20181506,99, 
20181507,86, 
20181508,75, 
20181509,87, 
20181510,2, 
20181511,93, 
20181512,36, 
20181513,56, 
20181514,84, 
20181515,74, 
20181516,24, 
20181517,61, 
20181518,42, 
20181519,17, 
20181520,40, 
20181521,44, 
20181522,5, 
20181523,94, 
20181524,50, 
20181525,47, 
20181526,57, 
20181527,46, 
20181528,55, 
20181529,78, 
20181530,47, 
20181531,31, 
20181532,61, 
20181533,18, 
20181534,77, 
20181535,2, 
20181536,94, 
20181537,29, 
20181538,66, 
20181539,32, 
20181540,79, 
20181541,66, 
20181542,60, 
20181543,15, 
20181544,99, 
20181545,13, 
20181546,76, 
20181547,14, 
20181548,74, 
20181549,47, 
20181550,7, 
20181551,9, 
20181552,65, 
20181553,42, 
20181554,63, 
20181555,83, 
20181556,30, 
20181557,26, 
20181558,32, 
20181559,87, 
20181560,11, 
20181561,12, 
20181562,88, 
20181563,53, 
20181564,72, 
20181565,43, 
20181566,70, 
20181567,14, 
20181568,1, 
20181569,74, 
20181570,19, 
20181571,89, 
20181572,44, 
20181573,25, 
20181574,21, 
20181575,88, 
20181576,11, 
20181577,2, 
20181578,60, 
20181579,45, 
20181580,66, 
20181581,43, 
20181582,33, 
20181583,40, 
20181584,5, 
20181585,66, 
20181586,17, 
20181587,4, 
20181588,29, 
20181589,0, 
20181590,71, 
20181591,37, 
20181592,4, 
20181593,41, 
20181594,46, 
20181595,23, 
20181596,55, 
20181597,41, 
20181598,39, 
20181599,41, 
20181600,67, 
20181601,32, 
20181602,78, 
20181603,19, 
20181604,29, 
20181605,12, 
20181606,1, 
20181607,96, 
20181608,70, 
20181609,63, 
20181610,40, 
20181611,31, 
20181612,47, 
20181613,14, 
20181614,35, 
20181615,50, 
20181616,37, 
20181617,19, 
20181618,87, 
20181619,63, 
20181620,2, 
20181621,86, 
20181622,31, 
20181623,33, 
20181624,18, 
20181625,45, 
20181626,60, 
20181627,0, 
20181628,37, 
20181629,27, 
20181630,75, 
20181631,63, 
20181632,48, 
20181633,80, 
20181634,37, 
20181635,54, 
20181636,28, 
20181637,71, 
20181638,54, 
20181639,65, 
20181640,31, 
20181641,55, 
20181642,66, 
20181643,98, 
20181644,93, 
20181645,6, 
20181646,47, 
20181647,93, 
20181648,1, 
20181649,75, 
20181650,53, 
20181651,14, 
20181652,10, 
20181653,13, 
20181654,57, 
20181655,94, 
20181656,68, 
20181657,36, 
20181658,17, 
20181659,57, 
20181660,33, 
20181661,37, 
20181662,60, 
20181663,27, 
20181664,7, 
20181665,73, 
20181666,1, 
20181667,91, 
20181668,16, 
20181669,94, 
20181670,80, 
20181671,63, 
20181672,75, 
20181673,75, 
20181674,48, 
20181675,47, 
20181676,16, 
20181677,84, 
20181678,81, 
20181679,70, 
20181680,35, 
20181681,61, 
20181682,2, 
20181683,17, 
20181684,52, 
20181685,28, 
20181686,47, 
20181687,71, 
20181688,51, 
20181689,3, 
20181690,98, 
20181691,58, 
20181692,85, 
20181693,74, 
20181694,8, 
20181695,23, 
20181696,70, 
20181697,99, 
20181698,94, 
20181699,47, 
20181700,70, 
20181701,3, 
20181702,1, 
20181703,66, 
20181704,40, 
20181705,89, 
20181706,14, 
20181707,94, 
20181708,82, 
20181709,77, 
20181710,47, 
20181711,21, 
20181712,21, 
20181713,34, 
20181714,37, 
20181715,64, 
20181716,94, 
20181717,79, 
20181718,89, 
20181719,44, 
20181720,97, 
20181721,38, 
20181722,24, 
20181723,53, 
20181724,71, 
20181725,84, 
20181726,14, 
20181727,59, 
20181728,45, 
20181729,63, 
20181730,8, 
20181731,21, 
20181732,82, 
20181733,84, 
20181734,94, 
20181735,43, 
20181736,69, 
20181737,80, 
20181738,80, 
20181739,52, 
20181740,7, 
20181741,98, 
20181742,16, 
20181743,71, 
20181744,68, 
20181745,8, 
20181746,37, 
20181747,94, 
20181748,76, 
20181749,17, 
20181750,91, 
20181751,82, 
20181752,63, 
20181753,80, 
20181754,84, 
20181755,29, 
20181756,57, 
20181757,21, 
20181758,32, 
20181759,65, 
20181760,31, 
20181761,60, 
20181762,52, 
20181763,50, 
20181764,47, 
20181765,32, 
20181766,90, 
20181767,57, 
20181768,17, 
20181769,39, 
20181770,65, 
20181771,20, 
20181772,47, 
20181773,88, 
20181774,55, 
20181775,50, 
20181776,25, 
20181777,59, 
20181778,10, 
20181779,4, 
20181780,93, 
20181781,36, 
20181782,37, 
20181783,13, 
20181784,51, 
20181785,89, 
20181786,17, 
20181787,9, 
20181788,19, 
20181789,77, 
20181790,98, 
20181791,13, 
20181792,37, 
20181793,81, 
20181794,44, 
20181795,88, 
20181796,98, 
20181797,58, 
20181798,43, 
20181799,76, 
20181800,31, 
20181801,47, 
20181802,21, 
20181803,78, 
20181804,18, 
20181805,97, 
20181806,47, 
20181807,77, 
20181808,67, 
20181809,23, 
20181810,98, 
20181811,58, 
20181812,20, 
20181813,13, 
20181814,48, 
20181815,52, 
20181816,49, 
20181817,42, 
20181818,71, 
20181819,46, 
20181820,34, 
20181821,53, 
20181822,12, 
20181823,48, 
20181824,45, 
20181825,53, 
20181826,34, 
20181827,39, 
20181828,37, 
20181829,99, 
20181830,96, 
20181831,29, 
20181832,63, 
20181833,39, 
20181834,35, 
20181835,28, 
20181836,81, 
20181837,96, 
20181838,36, 
20181839,96, 
20181840,99, 
20181841,46, 
20181842,57, 
20181843,31, 
20181844,45, 
20181845,25, 
20181846,16, 
20181847,24, 
20181848,25, 
20181849,22, 
20181850,5, 
20181851,40, 
20181852,33, 
20181853,21, 
20181854,16, 
20181855,58, 
20181856,76, 
20181857,79, 
20181858,58, 
20181859,65, 
20181860,24, 
20181861,74, 
20181862,29, 
20181863,82, 
20181864,74, 
20181865,92, 
20181866,36, 
20181867,69, 
20181868,12, 
20181869,38, 
20181870,65, 
20181871,35, 
20181872,15, 
20181873,15, 
20181874,52, 
20181875,77, 
20181876,92, 
20181877,17, 
20181878,8, 
20181879,6, 
20181880,56, 
20181881,72, 
20181882,73, 
20181883,24, 
20181884,46, 
20181885,22, 
20181886,74, 
20181887,98, 
20181888,21, 
20181889,32, 
20181890,86, 
20181891,43, 
20181892,95, 
20181893,38, 
20181894,32, 
20181895,92, 
20181896,91, 
20181897,42, 
20181898,33, 
20181899,48, 
20181900,6, 
20181901,96, 
20181902,39, 
20181903,28, 
20181904,14, 
20181905,60, 
20181906,6, 
20181907,35, 
20181908,2, 
20181909,73, 
20181910,99, 
20181911,19, 
20181912,28, 
20181913,89, 
20181914,26, 
20181915,20, 
20181916,95, 
20181917,2, 
20181918,38, 
20181919,0, 
20181920,40, 
20181921,55, 
20181922,50, 
20181923,33, 
20181924,64, 
20181925,68, 
20181926,23, 
20181927,99, 
20181928,22, 
20181929,65, 
20181930,1, 
20181931,44, 
20181932,12, 
20181933,58, 
20181934,12, 
20181935,15, 
20181936,13, 
20181937,43, 
20181938,29, 
20181939,25, 
20181940,69, 
20181941,61, 
20181942,79, 
20181943,33, 
20181944,73, 
20181945,73, 
20181946,97, 
20181947,74, 
20181948,52, 
20181949,77, 
20181950,54, 
20181951,58, 
20181952,68, 
20181953,85, 
20181954,91, 
20181955,87, 
20181956,9, 
20181957,84, 
20181958,84, 
20181959,22, 
20181960,27, 
20181961,31, 
20181962,88, 
20181963,50, 
20181964,47, 
20181965,46, 
20181966,92, 
20181967,34, 
20181968,1, 
20181969,2, 
20181970,64, 
20181971,93, 
20181972,60, 
20181973,11, 
20181974,90, 
20181975,57, 
20181976,65, 
20181977,44, 
20181978,38, 
20181979,2, 
20181980,25, 
20181981,93, 
20181982,57, 
20181983,24, 
20181984,22, 
20181985,71, 
20181986,98, 
20181987,59, 
20181988,29, 
20181989,90, 
20181990,60, 
20181991,97, 
20181992,92, 
20181993,88, 
20181994,48, 
20181995,32, 
20181996,20, 
20181997,17, 
20181998,5, 
20181999,84, 
20182000,3, 
20182001,3, 
20182002,47, 
20182003,25, 
20182004,2, 
20182005,7, 
20182006,96, 
20182007,0, 
20182008,71, 
20182009,93, 
20182010,23, 
20182011,24, 
20182012,21, 
20182013,27, 
20182014,64, 
20182015,82, 
20182016,46, 
20182017,99, 
20182018,39, 
20182019,46, 
20182020,19, 
20182021,98, 
20182022,57, 
20182023,39, 
20182024,27, 
20182025,87, 
20182026,25, 
20182027,51, 
20182028,98, 
20182029,78, 
20182030,25, 
20182031,45, 
20182032,53, 
20182033,68, 
20182034,82, 
20182035,1, 
20182036,62, 
20182037,62, 
20182038,48, 
20182039,3, 
20182040,99, 
20182041,24, 
20182042,7, 
20182043,18, 
20182044,3, 
20182045,96, 
20182046,86, 
20182047,74, 
20182048,7, 
20182049,32, 
20182050,29, 
20182051,96, 
20182052,72, 
20182053,38, 
20182054,99, 
20182055,10, 
20182056,95, 
20182057,87, 
20182058,72, 
20182059,12, 
20182060,0, 
20182061,63, 
20182062,14, 
20182063,2, 
20182064,57, 
20182065,40, 
20182066,58, 
20182067,20, 
20182068,19, 
20182069,4, 
20182070,10, 
20182071,4, 
20182072,88, 
20182073,54, 
20182074,50, 
20182075,40, 
20182076,65, 
20182077,60, 
20182078,39, 
20182079,22, 
20182080,7, 
20182081,78, 
20182082,43, 
20182083,52, 
20182084,83, 
20182085,89, 
20182086,96, 
20182087,57, 
20182088,99, 
20182089,22, 
20182090,53, 
20182091,32, 
20182092,50, 
20182093,73, 
20182094,0, 
20182095,42, 
20182096,61, 
20182097,43, 
20182098,22, 
20182099,65, 
20182100,66, 
20182101,41, 
20182102,30, 
20182103,96, 
20182104,25, 
20182105,84, 
20182106,22, 
20182107,69, 
20182108,25, 
20182109,17, 
20182110,12, 
20182111,71, 
20182112,69, 
20182113,16, 
20182114,98, 
20182115,31, 
20182116,95, 
20182117,35, 
20182118,1, 
20182119,7, 
20182120,18, 
20182121,27, 
20182122,52, 
20182123,14, 
20182124,47, 
20182125,16, 
20182126,7, 
20182127,46, 
20182128,56, 
20182129,71, 
20182130,6, 
20182131,62, 
20182132,75, 
20182133,44, 
20182134,33, 
20182135,25, 
20182136,60, 
20182137,26, 
20182138,23, 
20182139,82, 
20182140,95, 
20182141,62, 
20182142,46, 
20182143,98, 
20182144,4, 
20182145,62, 
20182146,86, 
20182147,60, 
20182148,34, 
20182149,8, 
20182150,44, 
20182151,29, 
20182152,88, 
20182153,76, 
20182154,5, 
20182155,54, 
20182156,58, 
20182157,27, 
20182158,1, 
20182159,16, 
20182160,53, 
20182161,9, 
20182162,62, 
20182163,75, 
20182164,99, 
20182165,27, 
20182166,34, 
20182167,71, 
20182168,20, 
20182169,31, 
20182170,96, 
20182171,88, 
20182172,2, 
20182173,81, 
20182174,40, 
20182175,14, 
20182176,16, 
20182177,63, 
20182178,99, 
20182179,97, 
20182180,83, 
20182181,30, 
20182182,80, 
20182183,3, 
20182184,48, 
20182185,67, 
20182186,43, 
20182187,32, 
20182188,6, 
20182189,66, 
20182190,1, 
20182191,14, 
20182192,12, 
20182193,92, 
20182194,47, 
20182195,8, 
20182196,99, 
20182197,8, 
20182198,37, 
20182199,43, 
20182200,83, 
20182201,37, 
20182202,37, 
20182203,70, 
20182204,38, 
20182205,74, 
20182206,14, 
20182207,72, 
20182208,27, 
20182209,53, 
20182210,16, 
20182211,40, 
20182212,75, 
20182213,86, 
20182214,60, 
20182215,47, 
20182216,34, 
20182217,65, 
20182218,40, 
20182219,28, 
20182220,93, 
20182221,48, 
20182222,18, 
20182223,25, 
20182224,72, 
20182225,53, 
20182226,21, 
20182227,39, 
20182228,11, 
20182229,54, 
20182230,99, 
20182231,58, 
20182232,90, 
20182233,8, 
20182234,4, 
20182235,86, 
20182236,83, 
20182237,12, 
20182238,0, 
20182239,40, 
20182240,60, 
20182241,28, 
20182242,69, 
20182243,70, 
20182244,44, 
20182245,8, 
20182246,76, 
20182247,13, 
20182248,77, 
20182249,69, 
20182250,93, 
20182251,52, 
20182252,28, 
20182253,58, 
20182254,90, 
20182255,57, 
20182256,78, 
20182257,2, 
20182258,38, 
20182259,96, 
20182260,53, 
20182261,17, 
20182262,31, 
20182263,69, 
20182264,27, 
20182265,32, 
20182266,58, 
20182267,96, 
20182268,11, 
20182269,97, 
20182270,77, 
20182271,9, 
20182272,79, 
20182273,94, 
20182274,49, 
20182275,4, 
20182276,66, 
20182277,58, 
20182278,91, 
20182279,59, 
20182280,95, 
20182281,92, 
20182282,93, 
20182283,12, 
20182284,32, 
20182285,98, 
20182286,56, 
20182287,46, 
20182288,18, 
20182289,54, 
20182290,85, 
20182291,98, 
20182292,59, 
20182293,99, 
20182294,21, 
20182295,23, 
20182296,24, 
20182297,56, 
20182298,0, 
20182299,72, 
20182300,1, 
20182301,95, 
20182302,69, 
20182303,79, 
20182304,83, 
20182305,49, 
20182306,69, 
20182307,48, 
20182308,92, 
20182309,38, 
20182310,82, 
20182311,60, 
20182312,88, 
20182313,34, 
20182314,8, 
20182315,0, 
20182316,20, 
20182317,15, 
20182318,19, 
20182319,10, 
20182320,14, 
20182321,3, 
20182322,97, 
20182323,85, 
20182324,18, 
20182325,78, 
20182326,68, 
20182327,98, 
20182328,38, 
20182329,96, 
20182330,22, 
20182331,99, 
20182332,31, 
20182333,97, 
20182334,41, 
20182335,20, 
20182336,64, 
20182337,26, 
20182338,34, 
20182339,56, 
20182340,31, 
20182341,33, 
20182342,48, 
20182343,89, 
20182344,43, 
20182345,26, 
20182346,67, 
20182347,65, 
20182348,42, 
20182349,91, 
20182350,56, 
20182351,95, 
20182352,48, 
20182353,72, 
20182354,88, 
20182355,78, 
20182356,30, 
20182357,65, 
20182358,6, 
20182359,58, 
20182360,32, 
20182361,14, 
20182362,33, 
20182363,65, 
20182364,47, 
20182365,20, 
20182366,4, 
20182367,66, 
20182368,3, 
20182369,80, 
20182370,94, 
20182371,99, 
20182372,22, 
20182373,41, 
20182374,77, 
20182375,27, 
20182376,7, 
20182377,7, 
20182378,89, 
20182379,76, 
20182380,93, 
20182381,64, 
20182382,67, 
20182383,30, 
20182384,20, 
20182385,31, 
20182386,60, 
20182387,81, 
20182388,7, 
20182389,92, 
20182390,30, 
20182391,60, 
20182392,97, 
20182393,43, 
20182394,69, 
20182395,60, 
20182396,18, 
20182397,57, 
20182398,77, 
20182399,79, 
20182400,65, 
20182401,37, 
20182402,2, 
20182403,67, 
20182404,92, 
20182405,79, 
20182406,96, 
20182407,76, 
20182408,94, 
20182409,11, 
20182410,98, 
20182411,11, 
20182412,54, 
20182413,10, 
20182414,75, 
20182415,74, 
20182416,78, 
20182417,88, 
20182418,92, 
20182419,43, 
20182420,53, 
20182421,90, 
20182422,54, 
20182423,5, 
20182424,33, 
20182425,84, 
20182426,67, 
20182427,66, 
20182428,49, 
20182429,39, 
20182430,81, 
20182431,85, 
20182432,76, 
20182433,87, 
20182434,81, 
20182435,2, 
20182436,35, 
20182437,23, 
20182438,70, 
20182439,92, 
20182440,30, 
20182441,89, 
20182442,7, 
20182443,33, 
20182444,51, 
20182445,16, 
20182446,12, 
20182447,80, 
20182448,11, 
20182449,31, 
20182450,73, 
20182451,19, 
20182452,97, 
20182453,85, 
20182454,87, 
20182455,98, 
20182456,24, 
20182457,18, 
20182458,37, 
20182459,30, 
20182460,67, 
20182461,19, 
20182462,65, 
20182463,12, 
20182464,41, 
20182465,97, 
20182466,57, 
20182467,93, 
20182468,75, 
20182469,29, 
20182470,61, 
20182471,37, 
20182472,11, 
20182473,77, 
20182474,88, 
20182475,50, 
20182476,69, 
20182477,71, 
20182478,62, 
20182479,49, 
20182480,54, 
20182481,31, 
20182482,31, 
20182483,34, 
20182484,24, 
20182485,33, 
20182486,5, 
20182487,59, 
20182488,90, 
20182489,89, 
20182490,73, 
20182491,57, 
20182492,17, 
20182493,47, 
20182494,58, 
20182495,77, 
20182496,1, 
20182497,84, 
20182498,91, 
20182499,73, 
20182500,76, 
20182501,68, 
20182502,87, 
20182503,99, 
20182504,86, 
20182505,38, 
20182506,52, 
20182507,38, 
20182508,82, 
20182509,82, 
20182510,80, 
20182511,43, 
20182512,44, 
20182513,31, 
20182514,73, 
20182515,13, 
20182516,76, 
20182517,83, 
20182518,58, 
20182519,53, 
20182520,75, 
20182521,34, 
20182522,64, 
20182523,53, 
20182524,50, 
20182525,94, 
20182526,48, 
20182527,55, 
20182528,8, 
20182529,85, 
20182530,70, 
20182531,83, 
20182532,59, 
20182533,48, 
20182534,10, 
20182535,52, 
20182536,10, 
20182537,1, 
20182538,46, 
20182539,12, 
20182540,87, 
20182541,76, 
20182542,56, 
20182543,46, 
20182544,1, 
20182545,41, 
20182546,7, 
20182547,77, 
20182548,36, 
20182549,91, 
20182550,87, 
20182551,53, 
20182552,92, 
20182553,9, 
20182554,93, 
20182555,1, 
20182556,87, 
20182557,94, 
20182558,39, 
20182559,82, 
20182560,17, 
20182561,37, 
20182562,25, 
20182563,14, 
20182564,56, 
20182565,28, 
20182566,13, 
20182567,99, 
20182568,26, 
20182569,96, 
20182570,58, 
20182571,42, 
20182572,42, 
20182573,27, 
20182574,98, 
20182575,99, 
20182576,1, 
20182577,98, 
20182578,67, 
20182579,50, 
20182580,84, 
20182581,30, 
20182582,64, 
20182583,86, 
20182584,75, 
20182585,91, 
20182586,73, 
20182587,37, 
20182588,97, 
20182589,11, 
20182590,62, 
20182591,51, 
20182592,17, 
20182593,0, 
20182594,49, 
20182595,0, 
20182596,41, 
20182597,65, 
20182598,66, 
20182599,96, 
20182600,65, 
20182601,90, 
20182602,60, 
20182603,19, 
20182604,19, 
20182605,29, 
20182606,50, 
20182607,37, 
20182608,75, 
20182609,31, 
20182610,23, 
20182611,68, 
20182612,75, 
20182613,63, 
20182614,69, 
20182615,41, 
20182616,82, 
